jsonl_line	id	idx	finish_reason	output_len	reasons	evidence
361891	sample_51135	51135	stop	7432	stray_token_坨	...y. You want to put me in a glass box and call it a home.” **Erik:** “坨I want to love you. Why is that not enough?” **Ananya:** “Because love is not a building. It is a river. And you canno...
362170	sample_51517	51517	stop	9159	stray_token_坨	...re him,” she said, not a question. “The bone man.” “Elias Thorne.” “坨 (Tuó),” she said, a name that felt like a stone dropped in a pond. “Your father’s partner. He said you’d come. He’s at...
362190	sample_51692	51692	stop	5394	stray_token_坨	...refrigerator wasn’t a burden. It was a relic. And I was its keeper. 坨I chose the slow path. I spent the next eight months in that house. I sorted through her buttons, her letters, her half...
362516	sample_51951	51951	length	3606	ascii_vertical_bar_tail_loop	tail: \\|c2 d2\\|c2 B2\\|A4\\|G2 A2\\|B2 c2\\|B4-\\|B2 z2\\|C2\\|F2 F2\\|G2 A2\\|B2 c2\\|B4\\|A4\\|G4\\|F4-\\|F2 z2\\|A2\\|B2 B2\\|c2 d2\\|c2 B2\\|A4\\|G2 A2\\|B2 c2\\|B4-\\|B2 z2\\|C2\\|F2 F2\\|G2 A2\\|B2 c2\\|B4\\|A4\\|G4\\|F4-\\|F2 z2\\|A2\\|B2 B2\\|c2 d2\\|...
362783	sample_52389	52389	length	12419	repeated_tail_ngram:** Search **	tail: Search** **Search** **Search** **Search** **Search** **Search** **Search** **Search** **Search** **Search** **Search** **Search** **Search** **Search** **Search** **Search** **Search** **Search** **Search** **Search** **
363262	sample_53182	53182	stop	9917	stray_token_坨	...e next hour, he will not so much play music as he will excavate it. “坨 (Tuó),” he says into the mic, his voice a low rumble. “It’s Mandarin for ‘a lump’ or ‘a pile.’ That’s what this song i...
363288	sample_53316	53316	stop	6749	stray_token_坨	...is colleagues who spoke of the ocean in terms of biomass and yield. “坨 can’t let them,” he said, the human words feeling clumsy on his tongue. *No,* Thalassa agreed. *But you are the only...
363802	sample_54154	54154	stop	6025	stray_token_坨	...ink of the sparrow, the first shift, the pure, unthinking joy of it. 坨I shift one last time. I become a peregrine falcon. My bones are hollow, my heart is a piston, my eyes are twin suns. I...
363938	sample_54335	54335	stop	6576	stray_token_坨	...the muddy bank, not caring about her jeans. “I know,” she whispered. “坨I’m sorry.” *Sorry is a human word. It does not rebuild a dam.* For three days, Maya went to the creek after school....
363976	sample_54454	54454	stop	4497	stray_token_坨	...night, using the Japanese word for a spirit that clings to a person. “坨 is what I am. A ghost who loves too much to leave.” “Then don’t leave,” she pleaded, her hand passing through his. Th...
364086	sample_54434	54434	length	11287	ascii_vertical_bar_tail_loop	tail: \\| \\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\| \\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\| \\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\| \\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\| \\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\| \\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\|\\| \\|\\|\\|\\|\\|\\|\\|\\|...
364423	sample_55170	55170	stop	5787	stray_token_坨	...t blue glow of the ice ceiling, his mind replaying every wrong turn. “坨坨” (Tuó tuó), he whispered, a word from his childhood. “It means ‘lump of earth.’ My grandmother used to say, ‘When the...
364488	sample_55261	55261	stop	5527	stray_token_坨	...“Hakuturi,” she said, the Japanese word for a spirit of the forest. “坨坨.” The others stared. “坨坨,” she repeated, grinning. “It’s the sound of a soft, round thing falling. Like a ripe persim...
364497	sample_55061	55061	length	12904	stray_token_坨	...hirt. She said yes. He laughed, a sound she had not heard in a year. “坨坨,” he said, using the silly nickname he had given her. “坨坨, I miss you.” She felt the future shift, like a tectonic p...
364767	sample_55495	55495	length	12778	stray_token_坨	...know of it. Everyone in the south knows of it. It’s a ghost story.” “坨I’m a professional,” she said, a hint of her old defiance creeping in. “I don’t chase ghosts.” “You used to,” he said,...
364807	sample_55587	55587	stop	11351	stray_token_坨	...You take sound, but you give nothing back.” Kaelen stepped forward. “坨’m about to give you silence.” He closed his eyes and *pulled*. He didn’t just absorb the sound in the room. He absorb...
365038	sample_55901	55901	length	12527	repeated_tail_ngram:Search	tail: rch Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search
365100	sample_56009	56009	length	12077	stray_token_坨	...he had been. “Hakuturi,” she whispered, an old word for ‘reckoning.’ “坨I will come. Not for you. For the mountain.” The warrior was the hardest to find. Kaelen found him not in a tavern or...
365218	sample_56394	56394	stop	4259	stray_token_坨	...note would not come today, but might, if I was lucky, come tomorrow. 坨I never became a great banjo player. I can play a few folk songs passably, and I can still do that basic roll. The banj...
365501	sample_56757	56757	stop	9269	stray_token_坨	...ow trembling so violently he had to sit on them. Elara tried again. “坨’s name is Elara. I lost my husband. My daughter… she’s still here, but she’s gone.” A single tear, fat and slow, trac...
365601	sample_56819	56819	length	7704	ascii_vertical_bar_tail_loop	tail: \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \...
365998	sample_57402	57402	length	10403	repeated_tail_ngram:, preparer	tail: , preparer, preparer, preparer, preparer, preparer, preparer, preparer, preparer, preparer, preparer, preparer, preparer, preparer, preparer, preparer, preparer, preparer, preparer, preparer, preparer, preparer, preparer
366038	sample_57467	57467	length	11048	stray_token_坨	...dge is gone. The ferry is gone. The boat is the only way. **JOSEPH** 坨I know. **SAM** If the boat doesn’t work, we are trapped. Like the fish in the tidal pool. When the sun comes back, th...
366179	sample_57786	57786	stop	7052	stray_token_坨	...quote do for my narrative?** - **Reveals Character/Personality:** *"坨坨 (Tuótuó) is a good boy," the owner said, scratching the dog's ear, "but he thinks the sofa is his personal throne."*...
366706	sample_58640	58640	stop	5456	stray_token_坨	...hoelaces and seeing my own feet.” Sarah sighed, a long, weary sound. “坨坨 (Tuótuo) is doing a tap dance on my bladder again.” Maya finally put her phone down. “You’re not really going to cal...
366916	sample_59050	59050	stop	3825	stray_token_坨	...s, the deadlines. They all just… dissolved into that river of light. 坨I came home yesterday. The city lights are bright, and the sky is a pale, washed-out grey. But I carry that night with...
367298	sample_59574	59574	stop	5722	stray_token_坨	...if you have peered into the abyss itself.” Brown’s face went pale. “坨I have,” he whispered, his voice trembling. “I have seen the truth. We are all children of the devil.” The stranger’s...
367619	sample_60051	60051	stop	6645	stray_token_坨	...le. “Don’t move,” he murmured. She felt a blush creep up her neck. “坨’m not a mountain.” “You’re a landscape,” he said, his eyes meeting hers. “Just as wild. Just as beautiful.” The word...
367654	sample_60116	60116	stop	6403	encoding_artifact	...the architecture should be an active participant in the art experience�乐. While many curators and artists have found the Guggenheim's sloping walls and curved spaces difficult for hanging tr...
368364	sample_61249	61249	stop	3483	stray_token_坨	...the color of a stormy sea, didn’t leave mine. “You led them here.” “坨子 (The Fist) doesn’t miss,” I said, the name of the city’s most feared enforcer tasting like copper on my tongue. “He k...
368374	sample_61088	61088	stop	9490	stray_token_坨	...nt, no one moved. Then Eliza lowered the remote. “If you’re lying…” “坨I’m not,” Maya said. The police arrived twenty minutes later. Eliza was taken into custody, but the charges were light...
368659	sample_61703	61703	stop	6252	stray_token_坨	...'s perspective that comments on the action. - *Scene 1 (Early):* "坨 was so sure of himself, so blind to his own ignorance." - *Scene 2 (Middle):* "I was starting to feel the cracks i...
369812	sample_63349	63349	stop	10323	stray_token_坨	...omotion next quarter. The VP of Risk Management. You’ve earned it.” “坨 know,” Arthur said, a strange, unfamiliar smile touching his lips. “But I don’t want it.” He cleaned out his desk. He...
370381	sample_64368	64368	stop	5413	stray_token_坨	...and did not flinch. “I remember,” Rachel whispered, her voice raw. “坨I remember the feel of the rope. I remember the lie. But I am not her anymore. And you… you are not the lie. You are th...
370529	sample_64381	64381	stop	11977	stray_token_坨	...package is,” the woman said. Her voice was flat, devoid of emotion. “坨I don’t know what you’re talking about,” the man rasped. The woman nodded to someone off-screen. A low hum filled the...
370855	sample_65013	65013	stop	9175	stray_token_坨	...ing else. It had been the most profound conversation of Leo’s life. “坨坨,” he said, the word slipping out before he could stop it. It was the sound the caterpillar had made in his mind, a so...
370928	sample_65018	65018	stop	11081	stray_token_坨	...like a cruel joke. I remember lying on my bathroom floor, thinking, “坨屎 (a piece of shit).” That was my inner monologue. **(Sound: A long, soft exhale.)** **Alex:** On those days, self-lo...
371030	sample_65375	65375	stop	5605	stray_token_坨	...a 12-point plan for group hugs. It requires waivers.” **GARY**: “坨.” --- ### [END] **(A final announcement: “Flight 274 is now boarding. Please form a single-file line. Also, the p...
371036	sample_65335	65335	stop	7811	stray_token_坨	...elry store. You insure everything. Why not that one?” He stammered. “坨 It was… complicated.” Vance hung up. She called the other victims. The auction house owner, the collector, the museum...
371111	sample_65369	65369	stop	10309	stray_token_坨	...“I’m not most people,” he said, and then felt stupid for saying it. “坨No,” she agreed, a real smile breaking through. “You’re the map guy.” That was the beginning. They started having coff...
371170	sample_65570	65570	stop	5853	stray_token_坨	...happened. He can’t explain it. They sit in silence. Then, she says, *“坨坨，你还好吗？”* (Babe, are you okay?) He looks at her, and for the first time, he smiles—a real, unguarded smile. The camera...
371384	sample_65911	65911	stop	6417	stray_token_坨	...ton,” he says with a wry smile, wiping graphite dust from his hands. “坨I was making a good living, but I was making things that were meant to be sat on and forgotten. I wanted to make things...
371403	sample_65922	65922	stop	6710	stray_token_坨	...week. She looked up, her eyes the sharp, clear green of sea glass. “坨坨 (Tuó tuó)!” she exclaimed, then laughed. “Sorry. That’s what my grandmother would say. ‘Stubborn lump.’ This duvet is...
371672	sample_66267	66267	stop	9669	stray_token_坨	...oblivion. “No,” she said, the word a small, clear bell in the rain. “坨I can’t.” The angels did not move. They did not seem surprised. “坨I am human,” she continued, her voice growing stron...
371723	sample_66578	66578	stop	1515	stray_token_坨	...not fans, we're friends!" Or, a more common version: **Person A:** "坨It's so hot in this room. I need a fan." **Person B:** "You've got plenty of fans! We're all your friends!" The humor...
371799	sample_66559	66559	stop	5875	stray_token_坨	...owed by the trees. Maya, wrapped in a thick wool blanket, shivered. “坨坨 (Tuó Tuo) is a coward. He’s probably hiding in the tent.” “Am not,” came the muffled reply from the largest tent. “J...
371809	sample_66528	66528	stop	7460	stray_token_坨	...bag and kind, tired eyes, introduced himself. He asked me to share. “坨I’m Arthur,” I said. My voice cracked. “And I’m… I’m an alcoholic.” The words hung in the air. I expected lightning to...
371964	sample_66764	66764	stop	6381	stray_token_坨	...* A colleague is defensive about a failed project. - *Response:* "坨I know you put a lot of work into this, and it’s disappointing that it didn’t go as planned. Let’s focus on what we lea...
372111	sample_67074	67074	stop	4469	stray_token_坨	...ell on his wooden arm, and he felt them as a searing, personal heat. “坨 (Tuó),” she sobbed, using a word for a lump or a clod. “I feel like a lump of useless earth.” And in that moment, Eli...
372239	sample_67266	67266	stop	3707	stray_token_坨	...to. She just whispered, “I’m so scared. He’s all I have.” I nodded. “坨 know. And I’m scared for him, too. But I’m not scared *of* him. Let’s be scared together. Let’s look at the X-ray, and...
372350	sample_67478	67478	stop	3449	stray_token_坨	...I assumed was reserved for people who didn’t have to answer emails. 坨I was wrong. I started meditating six months ago, not because I was enlightened, but because I was exhausted. My brain...
372428	sample_67425	67425	stop	9988	stray_token_坨	...on his lips. He thought it was poetry. He thought it was metaphor. “坨It’s nothing,” she said, forcing a smile. “Just tired.” He didn’t believe her. She could see it in the way his eyes se...
372492	sample_67438	67438	length	4849	stray_token_坨	...oney, were fixed on his work with an expression of amused critique. “坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨...
372583	sample_67749	67749	stop	6058	stray_token_坨	...rey eyes unreadable. “You want to trust our lives to a space-mold?” “坨 (Tuó),” Jin-Soo whispered from the cockpit. It was the first word he’d spoken in days. The crew fell silent. “It means...
372946	sample_68149	68149	stop	11680	stray_token_坨	...continent. “You’re sending a librarian?” General Voss had sneered. “坨I’m sending the only person who can bring it back,” the king replied. And so Kaelen found himself at the edge of the W...
373462	sample_69079	69079	stop	8436	stray_token_坨	...not looking up. “Arthur Sterling. The police said you warned him.” “坨I did.” “How did you know?” Leo sat down beside her. The silence stretched between them, a canyon of three years. “I...
373894	sample_69616	69616	length	26600	ascii_vertical_bar_tail_loop	tail: \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \...
374141	sample_70024	70024	stop	11568	stray_token_坨	...otten the paper in his pocket. He pulled it out, his hand trembling. “坨 I… I picked it up. I was scared.” “Scared of what, Mr. Vance? That someone would find the evidence you left behind?”...
374194	sample_70138	70138	stop	8714	stray_token_坨	...a bar. Leo’s face hardens. The air turns cold. **MAYA** (standing) 坨. I’m going to bed. She walks past the tapestry. As she does, a single thread on the loom SNAPS with a sound like a pl...
374895	sample_71368	71368	stop	5986	stray_token_坨	...he didn’t believe in himself. “No,” he growled, pulling himself up. “坨 is not my story.” He ran, not away from the whispers, but through them. He used their venom as fuel. The webbing held...
374989	sample_71333	71333	length	12735	stray_token_坨	...ow exactly where to cut to make it quick.” Eleanor’s eyes narrowed. “坨屎,” she muttered in Mandarin, a slip of her native tongue. “坨屎,” Mei-Lin repeated softly, a flicker of recognition in h...
375179	sample_71758	71758	stop	5248	stray_token_坨	...called, her voice tight. “I’m having a panic attack,” she whispered. “坨 (tuó) - I feel like I’m falling apart.” Leo didn’t offer platitudes. He said, “Come over. I’m making focaccia.” When...
375589	sample_72343	72343	stop	6133	stray_token_坨	...he didn’t want to go. “Elara,” his voice was gravel and exhaustion. “坨I need you.” “You always need me, Marcus. The question is whether I can afford to give.” “It’s the Hartley case. Eigh...
375622	sample_72190	72190	length	7922	python_code_fence_loop	repeated ```python fences=95
376043	sample_72939	72939	stop	10574	stray_token_坨	...ellaba*, and in his hand, he held a single, perfect saffron thread. “坨I’m not lost,” she said, her voice a little too sharp)Skip. “I’m… exploring.” He smiled, a slow, knowing curve of his...
376140	sample_73169	73169	stop	8476	stray_token_坨	...No more the terrifying, exhilarating uncertainty of a life unlived. 坨, my old dog, whined at my feet. He was a lumpy, grey-muzzled Labrador, his hips arthritic, his eyes clouded with catar...
376417	sample_73488	73488	stop	11676	stray_token_坨	...in a kitchen.” “Hakuturi,” he said, the word bitter on his tongue. “坨坨.” “No,” she said, sitting down beside him. “You were the only one who cooked something real. The rest of us were per...
376628	sample_73808	73808	length	12818	encoding_artifact	...world of simple, safe happiness. The temptation was almost unbearable�乐. But she knew that happiness was a lie, built on the bones of a dying world. She shattered the illusion with a single...
377187	sample_74809	74809	stop	9975	stray_token_坨	...uter vision spend a week chiseling limestone. He came back and said, “坨I had no idea the stone had a grain. The AI doesn’t know about the grain.” **Alex:** (Laughs) And the stonemason? **L...
377213	sample_74802	74802	length	12307	stray_token_坨	...essler,” she said, smiling. “I heard you were a hero.” He flinched. “坨’s not true.” “They gave you a Bronze Star,” she said, her eyes wide with admiration. He looked down at his shoes. “T...
377464	sample_75141	75141	length	12805	stray_token_坨	...out forcing it. It’s about wanting it. Really, truly wanting it.”* *“坨I want it,” she grumbled, flicking her wand again. More sparks. “坨I want to be as good as you.”* *He laughed, a sound...
377568	sample_75515	75515	stop	5387	stray_token_坨	...h iron-rust and mud. “So,” he said, grinning. “What’s our next lie?” 坨...
377916	sample_76024	76024	stop	6523	stray_token_坨	...sad music. Then, for the rest of the day, you gently tell yourself, "坨坨 (a term of endearment for a child, implying you are his beloved child), I will feel this again later. For now, I need...
378245	sample_76506	76506	stop	7495	stray_token_坨	...looking up from the logbook. Leo’s heart hammered against his ribs. “坨I’m… checking your work.” Elias finally looked up, a slow, knowing smile spreading across his face. “My work is perfec...
378300	sample_76655	76655	stop	6994	stray_token_坨	...糊糊,” she muttered, a Chinese phrase her grandmother used for clumsy. “坨坨.” Luca’s brow furrowed. “What language is that?” “Chinese,” she said, a little embarrassed. “My family’s. It means…...
378862	sample_77605	77605	stop	1786	encoding_artifact	...- In a different case, some moles of NaHCO₃ react with **3 moles HC₂H�O₂**, and we need the H₂O formed. --- ### Step 1: Write the reaction The reaction is: \[ \text{NaHCO}_3 + \text{HC}...
378878	sample_77325	77325	length	11218	stray_token_坨	...The mood is softer. They are drinking tea. <center>MARGE</center> > "坨... that was the most authentic family ritual we've ever had." <center>JAZZ</center> > (quietly) > "I... I didn't have...
378889	sample_77447	77447	stop	8542	stray_token_坨	...side* the room. Leo pulled out his sketchbook, his hands trembling. “坨 (Tuó)… I drew this last night. I didn’t know why.” He held it up. It was a perfect, detailed drawing of the art room d...
378999	sample_77516	77516	length	12508	stray_token_坨	...asite,” Anya said, her voice hushed. She pointed to her bio-scanner. “坨I’ve been running spectral analysis on the hull. The same energy signature is present in the metal. It’s not just in th...
379351	sample_78170	78170	stop	10049	stray_token_坨	...broken her heart; it had shattered her entire philosophy of safety. “坨I am not a fragile tourist,” she said, her eyes blazing. “I am a woman who has been lost and is learning to navigate. I...
379358	sample_78278	78278	stop	6387	stray_token_坨	...he wound. Now, that same face looked at him like he was a stranger. “坨坨 (Tuótuó—his own childhood nickname, meaning ‘lump’ or ‘clumsy’),” she said, her voice cracking just a little. “You to...
379451	sample_78259	78259	length	12495	stray_token_坨	...o finds her hiding in the stacks). She admits she’s scared. He says, “坨I’m not going anywhere. But I need you to tell me what you want.” She admits she wants both—him and Florence. He says,...
379668	sample_78704	78704	stop	6544	stray_token_坨	...said softly, using his word for her. “Hakuturi,” he whispered back. “坨坨,” she said, a Chinese term of endearment she’d never used before, meaning a little lump of something precious. “I don...
379912	sample_78924	78924	length	12788	stray_token_坨	...d his heart. It is not a break. It is a fissure, a sliver of light. “坨 can I come back?” Marcus asks, his voice barely a whisper. Father Gabriel smiles. “The gate is always open.” Marcus...
380239	sample_79634	79634	stop	5001	stray_token_坨	...were different. They were the color of a television tuned to static. “坨 I’m not missing. I’m found. I found the fracture.” He gestured to the clocks. “Time isn’t a river. It’s a stack of pa...
380369	sample_79716	79716	stop	8662	stray_token_坨	...at the burning helicopter. He looks at the sky. TREVOR (To himself) 坨 (duò)… I’m really good at this. He trips over a loose cable and falls into a pile of garbage bags. **FADE OUT.** **...
380431	sample_79923	79923	stop	5436	stray_token_坨	...Heart in a shoebox. When I asked him about it, he shrugged and said, “坨子 (a colloquial term for a clumsy person) like me just carried stretchers. The real heroes didn’t come home.” This humi...
380681	sample_80304	80304	stop	6062	stray_token_坨	...e loneliness, she placed her hand on the cool glass of the holotank. “坨I wish I could touch you,” she said. The static on the screen exploded. The shimmering figure didn’t just pulse; it *m...
381050	sample_80879	80879	stop	5173	stray_token_坨	...Henderson. He didn’t beg. He didn’t offer the $340. He simply said, “坨I’ll be out by Sunday. I’ll leave the place spotless.” He hung up, and the lightness returned, but it was different no...
381358	sample_81172	81172	length	12754	stray_token_坨	...e… when you grabbed me… he fired.” He laughed, a weak, hollow sound. “坨I didn’t even feel it.” Maya scrambled to her feet, her mind a hurricane. She had to get him to a hospital. She could...
381622	sample_81685	81685	stop	11358	stray_token_坨	...We have waited centuries for your arrival.” Alex’s legs felt weak. “坨I don’t know how to do this. I don’t know how to fight. I don’t know how to be… this.” The elder smiled, a rare and fr...
381804	sample_82011	82011	stop	7076	stray_token_坨	...u’re a monster,” the desperate mother, a woman named Chloe, hissed. “坨’m a realist.” The timer hit thirty seconds. Marcus stepped forward. “I’ll do it.” He pressed a button on the console....
381987	sample_82421	82421	stop	2858	stray_token_坨	...r gesture of affectionate exasperation. “Max, you can’t even swim.” “坨 (Tuó) doesn’t need to swim,” he said, patting the hull. “She floats. That’s the whole point.” “You named it ‘Tuó’? Li...
382295	sample_82783	82783	stop	7198	stray_token_坨	...ooked at me and smiled—a real smile, the first I had seen in months. “坨I can still hear it,” he said. “I can still feel it. The music is still here.” **Conclusion** That was the lesson I c...
382386	sample_82939	82939	stop	5262	stray_token_坨	...s still there, but Elias didn’t see it. He was looking at Dr. Aris. “坨 feel different,” he said, the words feeling clumsy but true. “I don’t know how to describe it. It’s like… I used to be...
382427	sample_82966	82966	stop	6658	stray_token_坨	...am a predator, Elara,” he said, his voice devoid of its usual honey. “坨I have fed on the light of a thousand souls. But you… you are different. You are not a meal. You are a choice.” He off...
382539	sample_83173	83173	stop	5640	stray_token_坨	...e’d run. He just sat beside her, his presence a warm, steady anchor. “坨I’m scared,” she whispered, the words tasting like rust. “Of what?” he asked, his voice soft. “Of this. Of us. Of the...
382749	sample_83479	83479	stop	5394	stray_token_坨	...s open, palm up, as if offering something. Or asking for something. “坨’s for you,” she said, not meeting his eyes. “I made it with the tools you gave me. I’ve been working on it for two yea...
382816	sample_83624	83624	stop	5156	stray_token_坨	...the paper. He read the words. His face went white. The note read: *“坨屎”* (A piece of shit). It was a petty, childish, and utterly human insult. It was the opposite of a grand, invisible a...
384925	sample_87010	87010	stop	2104	stray_token_坨	...source of inspiration as I navigate my own career in [your field]. 坨I am writing to respectfully request your advice on a challenge I am currently facing. In my role as [your current posi...
385594	sample_87727	87727	length	8252	stray_token_坨	...elly rasp. He stood up, his movements stiff, as if his joints ached. “坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨...
385667	sample_87998	87998	stop	7148	stray_token_坨	...oken only by the groaning of the hull. “You *what*?” Maya screamed. “坨 was an accident,” Chloe whispered, tears mixing with the rain. “I was trying to get a better angle. I slipped.” Ben’s...
386370	sample_301	301	stop	7667	stray_token_坨	...ands, his thumbs brushing away a smudge of chocolate from her cheek. “坨ove you,” he said, the words foreign and beautiful on his tongue. “I’ve been terrified of it. Of ruining this. Of ruini...
386394	sample_349	349	stop	6162	stray_token_坨	...ologetic confession of emotional unavailability. The standout line, *“坨坨”* (a Chinese slang term for a lump or a mess), appears in **“Exmilitary”** and encapsulates the album’s core: a man t...
386440	sample_390	390	stop	7469	stray_token_坨	...evacuation point.” “I can’t,” he said, the words tasting like ash. “坨 (Tuó), my brother… he’s in the Central Market. He was picking up supplies.” Lena’s face, smudged with soot and grim d...
386557	sample_648	648	stop	5841	stray_token_坨	...t to free Leo’s spirit from the stone that had witnessed his death. “坨 didn’t want revenge,” Pemberton said, tears streaming. “I wanted peace. For him. For me.” Thorne looked at the man, a...
387074	sample_1401	1401	stop	7990	stray_token_坨	...ought of Mira’s face, the way her smile had become a rare currency. “坨I can change,” he said, but even as the words left his mouth, he knew they were a lie. The ability wasn’t a switch he c...
387612	sample_2199	2199	stop	10859	stray_token_坨	...s armor. Clara reached out and took his hand. It was cold and small. “坨I’ll try my best, Leo. I promise.” The legal process was a slow, grinding machine. Clara’s life became a series of app...
387685	sample_2422	2422	stop	6771	stray_token_坨	...hat the dogs could smell fear, but they could also smell confidence. 坨坨 I didn’t blush. I didn’t look at my shoes. I looked Derek right in the eye. “Yeah,” I said. My voice was steady. “I...
387742	sample_2374	2374	stop	11722	stray_token_坨	...United States, with a dotted line between San Francisco and Austin. “坨I’ve bought a company in Austin,” he said. “I’m moving. I’m not asking you to fit into my world. I’m asking you to let...
387766	sample_2613	2613	stop	5193	stray_token_坨	...was… safe.” “Safe is good,” she said, though she didn’t believe it. “坨 Are you happy?” The question hung in the air. He looked down at his coffee, swirling the dark liquid. “I’m not unhapp...
387770	sample_2611	2611	stop	5438	stray_token_坨	...o the unknown was a physical weight, a stone in her gut. She’d said, “坨I can’t.” The word had tasted like ash. Now, a year later, the longing was a constant companion. It was the third chai...
388027	sample_3007	3007	stop	7542	stray_token_坨	...r-old me, I'm so glad I..." - "The best decision I made was to..." - "坨 (Tuó - a Chinese character meaning 'a lump' or 'to carry on one's back') - I'm so glad I stopped carrying the weight o...
388071	sample_2977	2977	stop	10345	stray_token_坨	...in a whisper, but her eyes burned with a desperate need for control. “坨I’ll be at the gala. I’ll be the curator’s new assistant. I’ll create a distraction. A fire alarm. A medical emergency....
388094	sample_3015	3015	stop	10566	stray_token_坨	.... And Leo Vance was a hurricane. **Chapter 2: The Unfinished Wall** 坨 saw him a week later. I was at the local hardware store, buying a new shade of Prussian blue. I turned a corner and th...
388157	sample_3239	3239	stop	5794	stray_token_坨	...anger. It was terrifying. It was the most honest he’d been in years. “坨 is a Chinese word,” he said, the thought surfacing from some deep, forgotten well. “It means ‘to collapse,’ like a san...
388279	sample_3336	3336	stop	7786	stray_token_坨	...ecause I actually like you. And I think you like me. CHLOE (smiling) 坨I hate that you’re right. They lean in. Almost kiss. Then— **ALARM SOUNDS.** A real fire drill. They jump apart, laug...
388392	sample_3450	3450	length	11235	stray_token_坨	...the front row, arms crossed, holding a thermos. **STAN** (To camera) 坨屎. This is all 坨屎. We’re going to kill ourselves. I’m only here because the coffee at the senior center tastes like bur...
388417	sample_3823	3823	stop	1361	stray_token_坨	...ull of wonder. "Okay. This is new." He looks at the pile of clothes. "坨 (Tuó)... I guess you don't need these anymore." He carefully picks up the cat. She's surprisingly solid, warm, and re...
388433	sample_3706	3706	stop	5691	stray_token_坨	...you won’t let it. You keep blowing it away. **LEO** (defensive) 坨I don’t know what you’re talking about. **THE VISITOR** You do. The thought that says: *I am not enough. I am too...
388508	sample_3861	3861	stop	4873	stray_token_坨	...iumph. “No,” she said, her voice steady for the first time in hours. “坨’s just the part of me that wouldn’t let go.”...
388538	sample_3916	3916	stop	4618	stray_token_坨	...ght. “I know this is hard,” Helen said, her voice barely a whisper. “坨 I know you feel like you’re being replaced.” Elara’s eyes burned. “You’re going to be so tired. You’re going to be a...
388549	sample_3809	3809	stop	9065	stray_token_坨	...his voice a silken threat. He leaned down, his lips brushing my ear. “坨I know you’re seeing someone.” My blood turned to ice. The room shrank. The air grew thin. “I don’t know what you’re...
388925	sample_4345	4345	stop	10556	stray_token_坨	...nch. He sits down, head in his hands. He is shaking.* **LEO (V.O.)** 坨 (Duò). A Chinese character. It means a lump, a clod of earth. That’s what I am. A lump. Inert. Useless. I can’t even t...
389170	sample_4779	4779	stop	9895	stray_token_坨	...he taste of a city that was both East and West, ancient and modern. “坨 (Tuó),” she said, trying to thank him. *A lump.* He laughed, a low, rich sound. “You are learning. But that means ‘a...
389213	sample_4992	4992	stop	4560	stray_token_坨	...the hilt of his silver knife, a weapon that felt pathetically small. “坨's not too late,” he said, his voice steadier than he felt Mend. “I have the ritual.” The demon’s form pulsed with dar...
